index,Headline,Source,Year,Month,Day,Date_id,Pre-Covid,Bias,Cred,Sentiment
260,How Iran Sanctions Affect   Countries and Businesses,The Wall Street Journal,2018,5,8,5,0,1,1,-1
261,"Battles With Trump, Banks Marked N.Y. Attorney General’s Tenure",The Wall Street Journal,2018,5,8,5,0,1,1,0
262,James Murdoch Won’t Move to Disney if Fox Deal Closes,The Wall Street Journal,2018,5,8,5,0,1,1,-1
263,Trial Begins on Orianna Restructuring Decried by Creditors,The Wall Street Journal,2018,5,8,5,0,1,1,-1
264,Five More Nike Executives Exit Amid Probe,The Wall Street Journal,2018,5,8,5,0,1,1,-1
265,"Comcast Crashes Disney’s Fox Hunt, But Victory Isn’t Assured",The Wall Street Journal,2018,5,8,5,0,1,1,0
266,Oil Futures Rebound on Bullish U.S. Inventory Data,The Wall Street Journal,2018,5,8,5,0,1,1,-1
267,Linden Capital Closes Fund IV at $1.5 Billion,The Wall Street Journal,2018,5,8,5,0,1,1,-1
268,Schneiderman’s Out and the Jockeying to Replace Him Has Begun,The Wall Street Journal,2018,5,8,5,0,1,1,-1
269,Cruise-Booking Site Dreamlines Snags $55 Million Series E,The Wall Street Journal,2018,5,8,5,0,1,1,1
270,Start Cutting Spending—and Don’t Stop,The Wall Street Journal,2018,5,8,5,0,1,1,-1
271,Companies Reassess Iran Ties as Sanctions Loom,The Wall Street Journal,2018,5,8,5,0,1,1,-1
272,Why N.Y. Pols Aren’t World Class,The Wall Street Journal,2018,5,8,5,0,1,1,-1
273,Haspel to Tell Senators CIA Won’t Revive Old Interrogation Methods,The Wall Street Journal,2018,5,8,5,0,1,1,-1
274,U.S. Dollar Rises As Powell Endorses Fed Path,The Wall Street Journal,2018,5,8,5,0,1,1,0
275,New Policy of Separating Immigrant Families Draws Criticism,The Wall Street Journal,2018,5,8,5,0,1,1,-1
276,"Town Hall Ventures to Fund Startups Targeting Medicare, Medicaid Market",The Wall Street Journal,2018,5,8,5,0,1,1,1
277,Richard Cordray Wins Ohio Democratic Gubernatorial Primary,The Wall Street Journal,2018,5,8,5,0,1,1,1
278,Disney CEO Is Upbeat About Deal With Fox,The Wall Street Journal,2018,5,8,5,0,1,1,1
279,Trump Withdraws U.S. From ‘Defective’ Iran Nuclear Deal,The Wall Street Journal,2018,5,8,5,0,1,1,-1
280,U.S. Pullout From Iran Pact Widens Mideast Gulf,The Wall Street Journal,2018,5,8,5,0,1,1,-1
281,Fifth Wall Aims to Raise $200 Million Retail Fund,The Wall Street Journal,2018,5,8,5,0,1,1,1
282,Pompeo Heads to North Korea as Trump-Kim Summit Approaches,The Wall Street Journal,2018,5,8,5,0,1,1,-1
283,Facebook Shuffles Management Team,The Wall Street Journal,2018,5,8,5,0,1,1,-1
284,‘Rooted Cosmopolitans’ Review: Of Persons and Peoples,The Wall Street Journal,2018,5,8,5,0,1,1,1
285,Firebrand Candidate Tests the Limits in West Virginia,The Wall Street Journal,2018,5,8,5,0,1,1,1
286,Google Wants You to Get Off Your Phone Every Once in a While,The Wall Street Journal,2018,5,8,5,0,1,1,-1
287,J.C. Flowers Cashes Out of Cabot Credit in Stake Sale to Encore,The Wall Street Journal,2018,5,8,5,0,1,1,-1
288,North Korean Leader Meets With China’s Xi,The Wall Street Journal,2018,5,8,5,0,1,1,1
289,Agtech Startup Resson Collects $14 Million Series C,The Wall Street Journal,2018,5,8,5,0,1,1,0
290,Opportunity Knocks,The Wall Street Journal,2018,5,8,5,0,1,1,1
291,Senate Banking Committee Sets Confirmation Hearing for Two Fed Nominations,The Wall Street Journal,2018,5,8,5,0,1,1,1
292,"MetLife to Take Over Pensions for 41,000 FedEx Retirees",The Wall Street Journal,2018,5,8,5,0,1,1,-1
293,New York City Is Sporting Its Blooming Best,The Wall Street Journal,2018,5,8,5,0,1,1,1
294,Rockefeller Art Smashes Records at Christie’s,The Wall Street Journal,2018,5,8,5,0,1,1,1
295,Hedge Fund Visium to Pay $10 Million to Settle Insider-Trading Case,The Wall Street Journal,2018,5,8,5,0,1,1,-1
296,Photos of the Day: May 8,The Wall Street Journal,2018,5,8,5,0,1,1,1
297,3NT Medical Holds First Close of $15 Million Round,The Wall Street Journal,2018,5,8,5,0,1,1,1
298,Ford Expected to Temporarily Lay Off Thousands of Workers At Michigan Plant,The Wall Street Journal,2018,5,8,5,0,1,1,-1
299,Hurricane Scalise,The Wall Street Journal,2018,7,20,6,0,1,1,-1
300,Deal Close Announcements: July 16-20,The Wall Street Journal,2018,7,20,6,0,1,1,-1
301,U.S. Censures UBS Over Its Anti-Money Laundering Systems,The Wall Street Journal,2018,7,20,6,0,1,1,-1
302,Facebook Suspends Analytics Firm on Concerns About Sharing of Public User-Data,The Wall Street Journal,2018,7,20,6,0,1,1,-1
303,Pompeo Warns Against Easing Pressure on North Korea,The Wall Street Journal,2018,7,20,6,0,1,1,-1
304,The Add-On Deal Roundup: July 20,The Wall Street Journal,2018,7,20,6,0,1,1,0
305,Bayer to Stop Selling Essure in U.S.,The Wall Street Journal,2018,7,20,6,0,1,1,-1
306,Dispute With Landlord Sinks Orianna Health’s Restructuring Plan,The Wall Street Journal,2018,7,20,6,0,1,1,-1
307,Share of U.S. Employees Offered Health Care Through Work Rises,The Wall Street Journal,2018,7,20,6,0,1,1,1
308,Disney Fires ‘Guardian of the Galaxy’ Director Over Offensive Tweets,The Wall Street Journal,2018,7,20,6,0,1,1,-1
309,Dollar’s Plunge Lifts Gold,The Wall Street Journal,2018,7,20,6,0,1,1,0
310,Oaktree Makes Preliminary Offer for Bankrupt Claire’s,The Wall Street Journal,2018,7,20,6,0,1,1,-1
311,Wesley Edens Is an Investor With an Affinity for the Underdog,The Wall Street Journal,2018,7,20,6,0,1,1,1
312,Stech’s Take: Long Wait for Ruling on Indiana Sports Complex’s Fate in Bankruptcy,The Wall Street Journal,2018,7,20,6,0,1,1,1
313,Retailer Brookstone Seeks Bankruptcy Financing,The Wall Street Journal,2018,7,20,6,0,1,1,-1
314,"Trump Continues Fed Criticism, Renews Threat on China Imports",The Wall Street Journal,2018,7,20,6,0,1,1,-1
315,Wide Open Election Season Kicks Off in Scandal-Plagued Brazil,The Wall Street Journal,2018,7,20,6,0,1,1,0
316,Hedge Fund Titan Paulson Takes on Tiny Toronto Gold Miner,The Wall Street Journal,2018,7,20,6,0,1,1,-1
317,China’s Yuan Fluctuates as Trade Clash Creates Uncertainty,The Wall Street Journal,2018,7,20,6,0,1,1,-1
318,Stocks Edge Lower as Dollar Slides,The Wall Street Journal,2018,7,20,6,0,1,1,-1
319,Skechers Shares Fall Amid Higher Costs,The Wall Street Journal,2018,7,20,6,0,1,1,-1
320,The ‘Everything Handmade’ Trend Will  Curb Job Losses,The Wall Street Journal,2018,7,20,6,0,1,1,1
321,The Score: The Business Week in 7 Stocks,The Wall Street Journal,2018,7,20,6,0,1,1,0
322,Cannabis Lifestyle Brand Hemper Seeded With $1 Million,The Wall Street Journal,2018,7,20,6,0,1,1,-1
323,The Trade Casualties Mount,The Wall Street Journal,2018,7,20,6,0,1,1,-1
324,Is New Jersey Finally Fed Up With Bob Menendez?,The Wall Street Journal,2018,7,20,6,0,1,1,0
325,Congress Ends Bid to Undo President’s Deal to Save China’s ZTE,The Wall Street Journal,2018,7,20,6,0,1,1,-1
326,How Conservatives Won the Law,The Wall Street Journal,2018,7,20,6,0,1,1,1
327,Honeywell Increases Sales Guidance Despite Posting Lower Profit,The Wall Street Journal,2018,7,20,6,0,1,1,0
328,Fintech Startup Points Lands $8 Million Seed Round,The Wall Street Journal,2018,7,20,6,0,1,1,1
329,EU Pushes Back on May’s Brexit Plan,The Wall Street Journal,2018,7,20,6,0,1,1,-1
330,U.S. Government Bonds Fall After Trump’s Comments,The Wall Street Journal,2018,7,20,6,0,1,1,-1
331,State Street to Buy Charles River Systems for $2.6 Billion,The Wall Street Journal,2018,7,20,6,0,1,1,-1
332,Smart Loan Tech Startup LoanSnap Nets $8 Million Series A,The Wall Street Journal,2018,7,20,6,0,1,1,1
333,Israel Launches Attack Against Hamas,The Wall Street Journal,2018,7,20,6,0,1,1,-1
334,Cohen Taped Conversation With Trump About Rights to Model’s Story,The Wall Street Journal,2018,7,20,6,0,1,1,0
335,Ursa Space Systems Raises $5.7 Million,The Wall Street Journal,2018,7,20,6,0,1,1,1
336,Ortega’s Reign of Terror,The Wall Street Journal,2018,7,20,6,0,1,1,-1
337,Photos of the Day: July 20,The Wall Street Journal,2018,7,20,6,0,1,1,1
338,Masculine Dads Raise Confident Daughters,The Wall Street Journal,2018,7,20,6,0,1,1,1
339,Justice Department Fights Washington Landlord’s Debt Plan Over Marijuana,The Wall Street Journal,2018,7,20,6,0,1,1,-1
340,TCF Bank to Pay $30 Million for Handling of Overdraft Programs,The Wall Street Journal,2018,7,20,6,0,1,1,-1
341,Is President Trump Illegitimate?,The Wall Street Journal,2018,7,20,6,0,1,1,-1
342,Apollo-Backed Firm Spartan Energy Acquisition Files for IPO,The Wall Street Journal,2018,7,20,6,0,1,1,1
343,WhatsApp to Limit Forwarding After Rumor-Led Violence in India,The Wall Street Journal,2018,7,20,6,0,1,1,-1
344,Oil Gains on Saudi Assurance It Won’t Flood Market,The Wall Street Journal,2018,7,20,6,0,1,1,1
345,An Epic of Human Scale,The Wall Street Journal,2018,7,20,6,0,1,1,1
346,SHS Closes €90 Million Toward Fifth Fund,The Wall Street Journal,2018,7,20,6,0,1,1,-1
347,Transcript: Media Q&A With St. Louis Fed President James Bullard,The Wall Street Journal,2018,7,20,6,0,1,1,-1
348,Global Oil Industry Prepares for a Revival,The Wall Street Journal,2018,7,20,6,0,1,1,1
349,NYPD Seeks 12 Arrests in Fight Involving Far-Right Group,The Wall Street Journal,2018,10,15,7,0,1,1,0
350,Judge Dismisses Stormy Daniels’ Defamation Suit Against Trump,The Wall Street Journal,2018,10,15,7,0,1,1,-1
351,The American Arsenal Is Vulnerable to Cyberattacks,The Wall Street Journal,2018,10,15,7,0,1,1,-1
352,Google’s CEO Defends Potential Return to China,The Wall Street Journal,2018,10,15,7,0,1,1,-1
353,What Hillsdale Can Teach Harvard,The Wall Street Journal,2018,10,15,7,0,1,1,1
354,U.S. Deficit Swells in Fiscal 2018 as Tax Cuts Take Bite,The Wall Street Journal,2018,10,15,7,0,1,1,-1
355,"Sears, a Onetime Retail Giant, Now Banks on Bankruptcy",The Wall Street Journal,2018,10,15,7,0,1,1,-1
356,‘The Battle of Arnhem’ Review: The Dutch Dead End,The Wall Street Journal,2018,10,15,7,0,1,1,1
357,"Steelworkers, U.S. Steel Reach Tentative Contract Agreement",The Wall Street Journal,2018,10,15,7,0,1,1,0
358,‘The Art of Rube Goldberg’ Review: The Machinery of Humor,The Wall Street Journal,2018,10,15,7,0,1,1,1
359,Harvard Admissions Chief Defends Policies at Trial,The Wall Street Journal,2018,10,15,7,0,1,1,1
360,New York City Bus Shelters Face Emergency Inspections After Collapse,The Wall Street Journal,2018,10,15,7,0,1,1,-1
361,The Add-On Deal Roundup: Oct. 15,The Wall Street Journal,2018,10,15,7,0,1,1,0
362,Homeless Advocates Get Sitdown With Housing Officials,The Wall Street Journal,2018,10,15,7,0,1,1,-1
363,Twilio to Buy SendGrid,The Wall Street Journal,2018,10,15,7,0,1,1,-1
364,Seritage Seeks to Reassure Shareholders After Sears Bankruptcy,The Wall Street Journal,2018,10,15,7,0,1,1,1
365,"Photos: Paul Allen, a PC Pioneer Turned Venture Capitalist",The Wall Street Journal,2018,10,15,7,0,1,1,1
366,‘King Kong’ Holding His Own in Broadway Debut,The Wall Street Journal,2018,10,15,7,0,1,1,1
367,Chernova’s Take: Risk and Benefits of Corporate Funding,The Wall Street Journal,2018,10,15,7,0,1,1,1
368,Bankruptcy Filing Shifts Spotlight to Sears’s Pension Plans,The Wall Street Journal,2018,10,15,7,0,1,1,1
369,Democrats for Big Money,The Wall Street Journal,2018,10,15,7,0,1,1,-1
370,Private Equity-Backed Yeti Sets IPO Price Range,The Wall Street Journal,2018,10,15,7,0,1,1,-1
371,"U.S. Dollar Down Amid Weaker Data, Uncertain Stock Markets",The Wall Street Journal,2018,10,15,7,0,1,1,-1
372,"Trump Visits Hurricane-Torn Florida, Georgia",The Wall Street Journal,2018,10,15,7,0,1,1,0
373,Top Wall Street Executives Shun Saudi Conference,The Wall Street Journal,2018,10,15,7,0,1,1,-1
374,Air Force Surveys Damage at Florida Base After Hurricane Michael,The Wall Street Journal,2018,10,15,7,0,1,1,-1
375,Hollywood Talent Agency Seeks to Cancel Investment From Saudi Arabia,The Wall Street Journal,2018,10,15,7,0,1,1,-1
376,Kang’s Take: The Dangers of Wagering on Entrepreneurs,The Wall Street Journal,2018,10,15,7,0,1,1,0
377,‘Origami Harvest’ by Ambrose Akinmusire and ‘3 Times Round’ by Jonathan Finlayson,The Wall Street Journal,2018,10,15,7,0,1,1,1
378,Democrats Abandon the Constitution,The Wall Street Journal,2018,10,15,7,0,1,1,-1
379,Saudis Weigh Saying Journalist Was Killed by Mistake,The Wall Street Journal,2018,10,15,7,0,1,1,-1
380,Fidelity Says It Will Trade Bitcoin for Hedge Funds,The Wall Street Journal,2018,10,15,7,0,1,1,-1
381,EagleTree Capital Invests in Gaylord Chemical,The Wall Street Journal,2018,10,15,7,0,1,1,-1
382,Currency Manipulation Isn’t Among China’s Trade Sins,The Wall Street Journal,2018,10,15,7,0,1,1,-1
383,CFPB to Define ‘Abusive’ Acts by Financial Firms,The Wall Street Journal,2018,10,15,7,0,1,1,0
384,Icahn to Oppose Dell’s Purchase of DVMT Tracking Shares,The Wall Street Journal,2018,10,15,7,0,1,1,-1
385,Notable & Quotable: The PC Class,The Wall Street Journal,2018,10,15,7,0,1,1,1
386,Former Senate Staffer Pleads Guilty to Making False Statement to FBI,The Wall Street Journal,2018,10,15,7,0,1,1,-1
387,The U.N.’s Doomsday Climate Clock,The Wall Street Journal,2018,10,15,7,0,1,1,-1
388,We’re All Native Americans Now,The Wall Street Journal,2018,10,15,7,0,1,1,1
389,Transom Buys Gene Juarez Salons From Evergreen Pacific,The Wall Street Journal,2018,10,15,7,0,1,1,-1
390,Treasurys Weaken as Stocks Stabilize,The Wall Street Journal,2018,10,15,7,0,1,1,-1
391,Don’t Ditch Riyadh in a Fit of Righteousness,The Wall Street Journal,2018,10,15,7,0,1,1,1
392,Italy’s Government Passes Draft Budget That Would Widen Deficit,The Wall Street Journal,2018,10,15,7,0,1,1,-1
393,"Mission Coal Files for Bankruptcy, Blaming Costly Repairs",The Wall Street Journal,2018,10,15,7,0,1,1,-1
394,Drug Industry Pushes Back Against Required Listing of Prices in TV Ads,The Wall Street Journal,2018,10,15,7,0,1,1,-1
395,Harness the Market to Manage the Climate,The Wall Street Journal,2018,10,15,7,0,1,1,1
396,Warren Releases DNA Analysis Showing Evidence of Native American Heritage,The Wall Street Journal,2018,10,15,7,0,1,1,0
397,N.J. Ex-Attorney General Takes on Probe of Sex-Assault Case,The Wall Street Journal,2018,10,15,7,0,1,1,-1
398,Great Range Sells Mountain Valley Spring for $78.5 Million,The Wall Street Journal,2018,10,15,7,0,1,1,1
399,U.S. Dollar Rises as Labor Data Signal Continued Growth,The Wall Street Journal,2018,10,31,8,0,1,1,0
400,Gen. Michael Hayden: Overclassification of Cyber Threats Puts Businesses at Risk,The Wall Street Journal,2018,10,31,8,0,1,1,-1
401,Mack’s Take: Startups Seek to Get a Jump on Climate Change,The Wall Street Journal,2018,10,31,8,0,1,1,1
402,New Rules to Change Procedures for Campus Sexual-Assault Cases,The Wall Street Journal,2018,10,31,8,0,1,1,1
403,Not the King of the GOP’s Hill,The Wall Street Journal,2018,10,31,8,0,1,1,-1
404,‘Saudi America’ Review: The Truth About Fracking?,The Wall Street Journal,2018,10,31,8,0,1,1,-1
405,High-Flying Pet Insurer Faces New Risk,The Wall Street Journal,2018,10,31,8,0,1,1,-1
406,Workers’ Pay Rises at Fastest Rate in a Decade,The Wall Street Journal,2018,10,31,8,0,1,1,1
407,"China’s Monster Money Fund Shrinks, and Rivals Reap Rewards",The Wall Street Journal,2018,10,31,8,0,1,1,1
408,A Referendum on Trump,The Wall Street Journal,2018,10,31,8,0,1,1,-1
409,Boston Firms Move Tech Partners to California,The Wall Street Journal,2018,10,31,8,0,1,1,-1
410,"AIG’s Loss Narrows, But Catastrophe Claims Still Sting",The Wall Street Journal,2018,10,31,8,0,1,1,0
411,EPA Allows Farmers to Keep Using Bayer’s Controversial Weedkiller,The Wall Street Journal,2018,10,31,8,0,1,1,1
412,U.S. Steps Up Bid to Halt War in Yemen,The Wall Street Journal,2018,10,31,8,0,1,1,-1
413,Brickley’s Take: Cobalt Settles with Whitton and Shareholders,The Wall Street Journal,2018,10,31,8,0,1,1,1
414,"Purged Ohio Voters Can Cast Ballots, Court Rules",The Wall Street Journal,2018,10,31,8,0,1,1,-1
415,The Case Against Birthright Citizenship,The Wall Street Journal,2018,10,31,8,0,1,1,0
416,Nine West Directors Caught in Bankruptcy Crossfire,The Wall Street Journal,2018,10,31,8,0,1,1,-1
417,Bankrupt Kaiser Gypsum Clashes With Regulators Over Plant Cleanup,The Wall Street Journal,2018,10,31,8,0,1,1,-1
418,Former Oil Company Director Pleads Guilty in Money-Laundering Probe,The Wall Street Journal,2018,10,31,8,0,1,1,-1
419,Manhattan DA: Locked Phones Continue to Thwart Criminal Probes,The Wall Street Journal,2018,10,31,8,0,1,1,0
420,"Trump Calls for Up to 15,000 Troops
		
			
		
	at Border as Election Nears",The Wall Street Journal,2018,10,31,8,0,1,1,-1
421,"Sex Abuse is Rampant in North Korea, Reports Say",The Wall Street Journal,2018,10,31,8,0,1,1,-1
422,Republicans Show Strength in Early Voting,The Wall Street Journal,2018,10,31,8,0,1,1,1
423,Brazil’s Central Bank Leaves Benchmark Rate Unchanged,The Wall Street Journal,2018,10,31,8,0,1,1,0
424,"Accused Mail Bomber’s Laptop Contained Searches for Targets’ Addresses, Prosecutors Say",The Wall Street Journal,2018,10,31,8,0,1,1,-1
425,NYC Student Suspensions Rise as Advocates Call for Change,The Wall Street Journal,2018,10,31,8,0,1,1,-1
426,Neighbor of Slain Manhattan Copywriter Arrested in Killing,The Wall Street Journal,2018,10,31,8,0,1,1,1
427,A Red Sox Strategy to Conquer the Premier League,The Wall Street Journal,2018,10,31,8,0,1,1,1
428,The Big Tech Selloff,The Wall Street Journal,2018,10,31,8,0,1,1,-1
429,The Czech Philharmonic’s Global Ambitions,The Wall Street Journal,2018,10,31,8,0,1,1,1
430,Seattle’s Fake Free Lunch,The Wall Street Journal,2018,10,31,8,0,1,1,-1
431,XPO Logistics Adjusts Guidance Off Customer Bankruptcy,The Wall Street Journal,2018,10,31,8,0,1,1,1
432,Notable & Quotable: Jon Stewart Speaks,The Wall Street Journal,2018,10,31,8,0,1,1,1
433,Carlyle and Apollo See Cloudy Exit Environment,The Wall Street Journal,2018,10,31,8,0,1,1,-1
434,Why Not ‘Trump Retirement Accounts’?,The Wall Street Journal,2018,10,31,8,0,1,1,-1
435,Fitch Lowers Mexico’s Outlook to Negative,The Wall Street Journal,2018,10,31,8,0,1,1,-1
436,University of Maryland Fires Embattled Football Coach,The Wall Street Journal,2018,10,31,8,0,1,1,-1
437,Birthright Citizenship Is a Constitutional Mandate,The Wall Street Journal,2018,10,31,8,0,1,1,1
438,"Alta Growth, Nexxus Capital Back Mexican Retail Company",The Wall Street Journal,2018,10,31,8,0,1,1,1
439,Lawmaker Faults Tariff Waivers’ Fairness,The Wall Street Journal,2018,10,31,8,0,1,1,-1
440,Treasury Department to Increase Size of Debt Auctions,The Wall Street Journal,2018,10,31,8,0,1,1,-1
441,The Many Faces of Jew-Hatred,The Wall Street Journal,2018,10,31,8,0,1,1,-1
442,BHP to Return $10.4 Billion to Shareholders,The Wall Street Journal,2018,10,31,8,0,1,1,-1
443,PatientPop Boosts Funding to $75 Million With Leerink Transformation Investment,The Wall Street Journal,2018,10,31,8,0,1,1,1
444,Stocks Get a Lift After Bruising Month for Investors,The Wall Street Journal,2018,10,31,8,0,1,1,0
445,Oil Rebounds After Inventory Data,The Wall Street Journal,2018,10,31,8,0,1,1,-1
446,White House Says Companies Pledge to Create More Job-Training Opportunities,The Wall Street Journal,2018,10,31,8,0,1,1,-1
447,Official at Archdiocese of New York Accused of Sex Abuse,The Wall Street Journal,2018,10,31,8,0,1,1,-1
448,October’s Market Rout Leaves Investors With No Place to Hide,The Wall Street Journal,2018,10,31,8,0,1,1,-1
449,Florida Recounts Begin as Both Sides Dig In,The Wall Street Journal,2018,11,11,9,0,1,1,-1
